@relation SegmentationTrain-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0

@attribute region_centroid_col {BRICKFACE,SKY,FOLIAGE,CEMENT,WINDOW,PATH,GRASS}
@attribute region_centroid_row numeric
@attribute region_pixel_count numeric
@attribute short_line_density_5 numeric
@attribute short_line_density_2 numeric
@attribute vedge_mean numeric
@attribute vegde_sd numeric
@attribute hedge_mean numeric
@attribute hedge_sd numeric
@attribute intensity_mean numeric
@attribute rawred_mean numeric
@attribute rawblue_mean numeric
@attribute rawgreen_mean numeric
@attribute exred_mean numeric
@attribute exblue_mean numeric
@attribute exgreen_mean numeric
@attribute value_mean numeric
@attribute saturatoin_mean numeric
@attribute hue_mean numeric

@data
WINDOW,0.649402,-0.807531,0,-1,-1,-0.864924,-0.993958,-0.980124,-0.999276,-0.798606,-0.842532,-0.721649,-0.83788,0.378601,-0.336683,-0.165254,-0.721649,-0.040084
WINDOW,0.760956,-0.573222,0,-1,-1,-0.978214,-0.999124,-0.970186,-0.999195,-0.910664,-0.939935,-0.848306,-0.948558,0.530864,-0.439699,-0.148305,-0.848306,0.361616
WINDOW,-0.027888,0.179916,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.786008,-0.781407,0.165254,-1,-1
WINDOW,-0.848606,0.029289,0,-1,-1,-0.947712,-0.99969,-0.972671,-0.999653,-0.958688,-0.983766,-0.91458,-0.981294,0.580247,-0.545226,-0.021186,-0.91458,0.658466
WINDOW,0.768924,-0.573222,0,-1,-1,-0.973856,-0.998959,-0.980124,-0.999276,-0.910147,-0.939935,-0.848306,-0.946999,0.526749,-0.442211,-0.139831,-0.848306,0.340741
WINDOW,0.458167,0.121339,0,-1,-1,-0.943355,-0.997865,-0.990062,-0.999607,-0.992254,-0.99513,-0.9838,-0.998441,0.761317,-0.736181,0.114407,-0.9838,0.055556
WINDOW,0.784861,-0.606695,0,-1,-1,-0.973856,-0.998528,-0.980124,-0.999503,-0.883811,-0.918831,-0.81296,-0.925175,0.477366,-0.389447,-0.177966,-0.81296,0.244444
WINDOW,-0.545817,-0.146444,0,-1,-1,-0.729847,-0.99573,-0.967702,-0.999438,-0.709269,-0.753247,-0.622975,-0.758379,0.345679,-0.266332,-0.25,-0.622975,-0.170386
WINDOW,0.266932,-0.748954,0,-1,-1,-0.934641,-0.997174,-0.990062,-0.999752,-0.990188,-0.991883,-0.9838,-0.995323,0.769547,-0.746231,0.122881,-0.9838,0.074074
WINDOW,0.266932,-0.171548,0,-1,-1,-0.934641,-0.997587,-0.980124,-0.999607,-0.558998,-0.602273,-0.478645,-0.602494,0.296296,-0.258794,-0.211864,-0.478645,-0.385112
WINDOW,0.474104,-0.991632,0,-1,-1,-0.965142,-0.99905,-0.895652,-0.997163,-0.912729,-0.943182,-0.849779,-0.950117,0.522634,-0.437186,-0.144068,-0.849779,0.374603
WINDOW,0.123506,-0.16318,0,-1,-1,-0.912854,-0.99841,-0.975155,-0.999503,-0.599277,-0.641234,-0.5243,-0.638348,0.320988,-0.296482,-0.173729,-0.5243,-0.369033
WINDOW,1,0.054393,0,-1,-1,-0.930283,-0.9981,-0.972671,-0.998972,-0.989672,-0.99513,-0.976436,-0.998441,0.740741,-0.711055,0.09322,-0.976436,0.5
WINDOW,0.633466,-0.58159,0,-1,-1,-0.956427,-0.998591,-0.97764,-0.999337,-0.901368,-0.931818,-0.837997,-0.939205,0.518518,-0.432161,-0.148305,-0.837997,0.291782
WINDOW,0.896414,-0.313808,0,-1,-1,-0.729848,-0.952892,-0.952795,-0.998755,-0.799122,-0.855519,-0.696613,-0.853468,0.283951,-0.20603,-0.288136,-0.696613,0.154005
WINDOW,0.641434,-0.129707,0,-1,-1,-0.917211,-0.998849,-0.992547,-0.999952,-0.982959,-0.993506,-0.961708,-0.995323,0.699588,-0.668342,0.063559,-0.961708,0.866667
WINDOW,-0.290837,0.029289,0,-1,-1,-0.969499,-0.999935,-0.957764,-0.999781,-0.970565,-0.98539,-0.938144,-0.990647,0.662551,-0.60804,0,-0.938144,0.762963
PATH,-0.322709,0.556485,0,1,0,-0.873638,-0.994933,-0.942857,-0.998407,-0.118513,-0.178571,0.030928,-0.219018,0.00823,0.20603,-0.699153,0.030928,-0.429335
PATH,-0.976096,0.48954,0,-1,-1,-0.83878,-0.986439,-0.475776,-0.834677,-0.631294,-0.657468,-0.562592,-0.678878,0.452675,-0.336683,-0.241525,-0.562592,-0.457055
PATH,0.059761,0.472803,0,-1,-1,-0.851852,-0.994711,-0.90559,-0.997425,-0.172218,-0.230519,-0.017673,-0.279813,0.041152,0.218593,-0.754237,-0.017673,-0.385084
PATH,1,0.589958,0,-1,-1,-0.638344,-0.98082,-0.751553,-0.991639,-0.438162,-0.477273,-0.350515,-0.493375,0.283951,-0.190955,-0.313559,-0.350515,-0.449264
PATH,0.737052,0.380753,0,-1,0,-0.834423,-0.993515,-0.771429,-0.995901,-0.159308,-0.220779,0.002946,-0.272019,0.012346,0.261306,-0.79661,0.002946,-0.371075
PATH,0.625498,0.497908,0,-1,-1,-0.899782,-0.996516,-0.92795,-0.998379,-0.310096,-0.345779,-0.195876,-0.396726,0.263374,-0.022613,-0.576271,-0.195876,-0.418423
PATH,0.601594,0.523013,0,-1,-1,-0.912854,-0.997381,-0.848447,-0.996409,-0.418539,-0.446429,-0.328424,-0.48714,0.36214,-0.173367,-0.423729,-0.328424,-0.443227
PATH,0.768924,0.25523,0,-1,-1,-0.891068,-0.989387,-0.597516,-0.955246,-0.413891,-0.474026,-0.307806,-0.468433,0.115226,-0.090452,-0.309322,-0.307806,-0.383167
PATH,-0.314741,0.548117,0,1,-1,-0.895425,-0.996966,-0.900621,-0.997592,-0.141234,-0.196429,0.002946,-0.240842,0.053498,0.173367,-0.690678,0.002946,-0.424948
PATH,-0.171315,0.523013,0,-1,-1,-0.747277,-0.99335,-0.870807,-0.996859,-0.16189,-0.224026,-0.004418,-0.268901,0.00823,0.236181,-0.75,-0.004418,-0.383069
PATH,-0.394422,0.456067,0,-1,-1,-0.769063,-0.973253,-0.721739,-0.953664,-0.546088,-0.573052,-0.474227,-0.596259,0.415638,-0.298995,-0.266949,-0.474227,-0.459279
PATH,-0.306773,0.414226,0,-1,-1,-0.882353,-0.99673,-0.828571,-0.995833,-0.297186,-0.339286,-0.173785,-0.387373,0.209877,0.027638,-0.605932,-0.173785,-0.398164
PATH,0.697211,0.25523,0,-1,-1,-0.708061,-0.997453,-0.485714,-0.972702,-0.436096,-0.483766,-0.341679,-0.490257,0.218107,-0.155779,-0.305085,-0.341679,-0.403888
PATH,0.569721,0.439331,0,-1,-1,-0.917211,-0.995876,-0.848447,-0.997695,-0.246579,-0.285714,-0.11782,-0.345284,0.213992,0.067839,-0.677966,-0.11782,-0.402757
PATH,0.498008,0.472803,0,-1,-1,-0.904139,-0.996497,-0.863354,-0.996553,-0.323522,-0.35552,-0.206186,-0.416991,0.296296,-0.01005,-0.631356,-0.206186,-0.388491
PATH,-0.01992,0.506276,0,-1,-1,-0.72549,-0.990441,-0.853416,-0.99596,-0.167054,-0.227273,-0.008837,-0.276695,0.024691,0.238693,-0.771186,-0.008837,-0.372778
PATH,0.442231,0.464435,0,1,-1,-0.712418,-0.992866,-0.920497,-0.998209,-0.324555,-0.36039,-0.206186,-0.415433,0.26749,-0.005025,-0.61017,-0.206186,-0.390956
PATH,0.195219,0.271967,0,-1,-1,-0.83878,-0.992024,-0.187578,-0.939424,-0.442293,-0.49513,-0.36377,-0.474669,0.18107,-0.238693,-0.127119,-0.362298,-0.472307
PATH,-0.115538,0.556485,0,-1,-1,-0.668845,-0.98955,-0.778882,-0.995495,-0.298218,-0.347403,-0.175258,-0.381138,0.156379,0.025126,-0.54661,-0.175258,-0.407343
PATH,0.083665,0.430962,0,-1,-1,-0.856209,-0.986542,-0.838509,-0.986701,-0.513039,-0.540584,-0.431517,-0.572876,0.399177,-0.241206,-0.347458,-0.431517,-0.428488
PATH,-0.976096,0.589958,0,-1,1,-0.786492,-0.99414,-0.76646,-0.995492,-0.251226,-0.311688,-0.108984,-0.343726,0.053498,0.135678,-0.627119,-0.108984,-0.382281
PATH,0.864542,0.548117,0,-1,-1,-0.869281,-0.995346,-0.900621,-0.998343,-0.341079,-0.38961,-0.223859,-0.41855,0.176955,-0.015075,-0.5,-0.223859,-0.411524
PATH,0.322709,0.48954,0,-1,-1,-0.703704,-0.992189,-0.831056,-0.997772,-0.185644,-0.25,-0.039764,-0.278254,0,0.170854,-0.631356,-0.039764,-0.408954
PATH,0.984064,0.380753,0,-1,0,-0.873638,-0.99629,-0.845963,-0.997554,-0.251743,-0.311688,-0.103093,-0.35152,0.057613,0.168342,-0.686441,-0.103093,-0.363726
PATH,0.936255,0.531381,0,-1,-1,-0.864924,-0.996009,-0.898137,-0.99706,-0.306481,-0.350649,-0.182621,-0.395168,0.197531,0.027638,-0.59322,-0.182621,-0.398294
PATH,0.410359,0.456067,0,-1,-1,-0.795207,-0.993695,-0.86087,-0.996715,-0.316292,-0.357143,-0.195876,-0.404521,0.226337,0.007538,-0.588983,-0.195876,-0.399928
PATH,0.816733,0.539749,0,-1,-1,-0.673203,-0.992049,-0.816149,-0.996757,-0.334882,-0.37987,-0.21944,-0.413874,0.201646,-0.022613,-0.512712,-0.21944,-0.419444
PATH,-0.968127,0.665272,0,-1,0,-0.830065,-0.994171,-0.801242,-0.99623,-0.284792,-0.336039,-0.147275,-0.381138,0.135802,0.103015,-0.65678,-0.147275,-0.364867
PATH,-0.067729,0.414226,0,-1,-1,-0.847495,-0.994827,-0.86087,-0.998429,-0.323005,-0.35552,-0.217968,-0.402962,0.292181,-0.072864,-0.521186,-0.217968,-0.442356
PATH,-0.322709,0.523013,0,-1,-1,-0.742919,-0.994233,-0.900621,-0.99739,-0.143816,-0.215909,0.014728,-0.242401,-0.074074,0.246231,-0.682203,0.014728,-0.400842
GRASS,0.61753,0.213389,0,-1,-1,-0.960784,-0.999027,-0.910559,-0.999195,-0.669507,-0.746753,-0.662739,-0.602494,0.078189,-0.663317,0.694915,-0.624448,-0.221932
GRASS,-0.442231,0.414226,0,1,-1,-0.904139,-0.998035,-0.865839,-0.997307,-0.688613,-0.732143,-0.715758,-0.618083,0.341564,-0.841709,0.724576,-0.639175,-0.345235
GRASS,-0.52988,0.422594,0,1,-1,-0.869281,-0.995811,-0.880745,-0.996986,-0.72631,-0.75,-0.762887,-0.664848,0.506173,-0.899497,0.652542,-0.683358,-0.428618
GRASS,-0.187251,0.715481,0,-1,-1,-0.930283,-0.997725,-0.903106,-0.998349,-0.797057,-0.840909,-0.818851,-0.731878,0.378601,-0.841709,0.686441,-0.746686,-0.136608
GRASS,-0.298805,0.757322,0,-1,-1,-0.891068,-0.994816,-0.935404,-0.997713,-0.80377,-0.844156,-0.835052,-0.731878,0.407407,-0.89196,0.741525,-0.746686,-0.107977
GRASS,-0.944223,0.573222,0,-1,-1,-0.869281,-0.997247,-0.937888,-0.998972,-0.79086,-0.805195,-0.843888,-0.720966,0.600823,-1,0.724576,-0.736377,-0.182231
GRASS,0.585657,1,0,-1,-1,-0.821351,-0.995041,-0.935404,-0.99852,-0.871418,-0.904221,-0.902798,-0.806703,0.489712,-0.909548,0.686441,-0.817378,0.126781
GRASS,0.290837,0.297071,0,-1,-1,-0.860566,-0.996173,-0.890683,-0.998483,-0.763491,-0.819805,-0.783505,-0.688231,0.271605,-0.824121,0.766949,-0.705449,-0.107573
GRASS,0.474104,0.355649,0,-1,-1,-0.88671,-0.997104,-0.90559,-0.997136,-0.760909,-0.801948,-0.793814,-0.686672,0.386831,-0.889447,0.758475,-0.703976,-0.207133
GRASS,-0.992032,0.958159,0,-1,-1,-0.851852,-0.99245,-0.858385,-0.995271,-0.910664,-0.909091,-0.920471,-0.901793,0.765432,-0.809045,0.233051,-0.904271,-0.617901
GRASS,-0.513944,0.774059,0,-1,-1,-0.803922,-0.980027,-0.925466,-0.996474,-0.907049,-0.928571,-0.938144,-0.853468,0.588477,-0.917085,0.597458,-0.861561,0.1863
GRASS,0.920319,0.439331,0,-1,-1,-0.882353,-0.99673,-0.903106,-0.997406,-0.785696,-0.814935,-0.835052,-0.705378,0.485597,-0.979899,0.809322,-0.721649,-0.159512
GRASS,0.585657,0.707113,0,-1,-1,-0.877996,-0.996655,-0.78882,-0.996184,-0.678802,-0.75,-0.701031,-0.586906,0.127572,-0.81407,0.898305,-0.60972,-0.158466
GRASS,-0.553785,0.389121,0,-1,-1,-0.925926,-0.998074,-0.935404,-0.997521,-0.726827,-0.769481,-0.755523,-0.655495,0.36214,-0.859296,0.733051,-0.674521,-0.282019
GRASS,-0.505976,0.748954,0,-1,-1,-0.760349,-0.946726,-0.836025,-0.991216,-0.885877,-0.904221,-0.91458,-0.83788,0.604938,-0.899497,0.550847,-0.846834,-0.026565
GRASS,-0.075697,0.782427,0,-1,-1,-0.760349,-0.991066,-0.863354,-0.995641,-0.717532,-0.774351,-0.764359,-0.613406,0.251029,-0.949749,1,-0.634757,-0.116968
GRASS,0.848606,0.67364,0,1,-1,-0.79085,-0.978747,-0.925466,-0.997499,-0.784663,-0.818182,-0.798233,-0.738114,0.452675,-0.796482,0.533898,-0.752577,-0.329157
GRASS,0.840637,0.372385,0,-1,-1,-0.908497,-0.997823,-0.873292,-0.996872,-0.785696,-0.818182,-0.820324,-0.717849,0.460905,-0.904523,0.707627,-0.733432,-0.225175
GRASS,-0.776892,0.539749,0,-1,-1,-0.965142,-0.998591,-0.972671,-0.999018,-0.776401,-0.788961,-0.82327,-0.714731,0.609053,-0.964824,0.65678,-0.730486,-0.315386
GRASS,-0.505976,0.589958,0,-1,-1,-0.88671,-0.996794,-0.957764,-0.999204,-0.891557,-0.909091,-0.926362,-0.83788,0.613169,-0.932161,0.597458,-0.846834,0.086403
GRASS,-0.266932,0.882845,0,1,-1,-0.860566,-0.990589,-0.910559,-0.998654,-0.825458,-0.86039,-0.857143,-0.758379,0.45679,-0.899497,0.70339,-0.771723,-0.105507
GRASS,-0.434263,0.506276,0,1,-1,-0.899782,-0.998229,-0.86087,-0.993353,-0.788278,-0.823052,-0.802651,-0.739673,0.444444,-0.801508,0.550847,-0.75405,-0.29926
GRASS,-0.593625,0.330544,0,-1,-1,-0.956427,-0.99841,-0.957764,-0.999438,-0.645236,-0.706169,-0.664212,-0.566641,0.193416,-0.788945,0.788136,-0.590574,-0.301777
GRASS,0.848606,0.447699,0,-1,-1,-0.960784,-0.999729,-0.965217,-0.998867,-0.834753,-0.857143,-0.868925,-0.777085,0.555556,-0.914573,0.627119,-0.789396,-0.188889
GRASS,0.880478,0.506276,0,-1,-1,-0.921569,-0.998914,-0.932919,-0.998541,-0.897754,-0.922078,-0.927835,-0.842557,0.563786,-0.909548,0.610169,-0.851252,0.071639
GRASS,-0.721116,0.941423,0,1,-1,-0.851852,-0.993536,-0.910559,-0.998974,-0.814098,-0.855519,-0.83947,-0.747467,0.403292,-0.864322,0.699153,-0.761414,-0.095543
GRASS,0.474104,0.732218,0,-1,-1,-0.908497,-0.997402,-0.947826,-0.999054,-0.808934,-0.844156,-0.832106,-0.750585,0.44856,-0.851759,0.631356,-0.764359,-0.197306
GRASS,0.561753,0.882845,0,-1,-1,-0.808279,-0.976162,-0.850932,-0.989036,-0.775884,-0.808442,-0.779087,-0.741231,0.45679,-0.741206,0.436441,-0.75405,-0.414542
GRASS,0.649402,0.916318,0,1,-1,-0.917211,-0.996988,-0.890683,-0.992776,-0.802737,-0.840909,-0.827688,-0.739673,0.423868,-0.859296,0.669491,-0.75405,-0.156758
GRASS,0.768924,0.456067,0,-1,-1,-0.960784,-0.99878,-0.893168,-0.996998,-0.819262,-0.831169,-0.870398,-0.753702,0.62963,-0.997487,0.690678,-0.767305,-0.109164
