@relation SegmentationTrain-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute region_centroid_col {BRICKFACE,SKY,FOLIAGE,CEMENT,WINDOW,PATH,GRASS}
@attribute region_centroid_row numeric
@attribute region_pixel_count numeric
@attribute short_line_density_5 numeric
@attribute short_line_density_2 numeric
@attribute vedge_mean numeric
@attribute vegde_sd numeric
@attribute hedge_mean numeric
@attribute hedge_sd numeric
@attribute intensity_mean numeric
@attribute rawred_mean numeric
@attribute rawblue_mean numeric
@attribute rawgreen_mean numeric
@attribute exred_mean numeric
@attribute exblue_mean numeric
@attribute exgreen_mean numeric
@attribute value_mean numeric
@attribute saturatoin_mean numeric
@attribute hue_mean numeric

@data
PATH,0.868526,0.690377,0,0,0.5,0.082789,0.003242,0.114286,0.00205,0.420346,0.38961,0.501473,0.363991,0.506173,0.630653,0.101695,0.501473,0.314462
PATH,0.812749,0.748954,0,0,0,0.050109,0.001742,0.036025,0.000811,0.344952,0.32711,0.402062,0.301637,0.631687,0.488693,0.211864,0.402062,0.290788
PATH,0.800797,0.761506,0,0,0,0.043573,0.001309,0.075776,0.001796,0.290731,0.276786,0.335788,0.25643,0.68107,0.413317,0.288136,0.335788,0.278387
PATH,0.884462,0.627615,0,0,0,0.054466,0.005307,0.201242,0.022377,0.293054,0.262987,0.346097,0.265783,0.557613,0.454774,0.345339,0.346097,0.308416
PATH,0.342629,0.774059,0,1,0,0.052288,0.001517,0.049689,0.001204,0.429383,0.401786,0.501473,0.379579,0.526749,0.586683,0.154661,0.501473,0.287526
PATH,0.414343,0.761506,0,0,0,0.126362,0.003325,0.064596,0.001571,0.419055,0.387987,0.497791,0.365549,0.504115,0.61809,0.125,0.497791,0.308465
PATH,0.302789,0.728033,0,0,0,0.115468,0.013373,0.13913,0.023168,0.226956,0.213474,0.262887,0.201871,0.707819,0.350503,0.366525,0.262887,0.27036
PATH,0.346614,0.707113,0,0,0,0.058824,0.001635,0.085714,0.002084,0.351407,0.330357,0.413107,0.306313,0.604938,0.513819,0.197034,0.413107,0.300918
PATH,0.848606,0.627615,0,0,0,0.14597,0.001273,0.257143,0.013649,0.281952,0.258117,0.329161,0.254871,0.609053,0.422111,0.347458,0.329161,0.298056
PATH,0.784861,0.719665,0,0,0,0.041394,0.002062,0.075776,0.001152,0.376711,0.357143,0.44109,0.327358,0.606996,0.53392,0.161017,0.44109,0.298622
PATH,0.749004,0.736402,0,0,0,0.04793,0.001752,0.068323,0.001723,0.338239,0.32224,0.396907,0.291504,0.648148,0.494975,0.184322,0.396907,0.305755
PATH,0.49004,0.753138,0,0,0,0.137255,0.004779,0.073292,0.00202,0.416473,0.386364,0.495582,0.361652,0.512346,0.619347,0.114407,0.495582,0.313611
PATH,0.721116,0.732218,0,1,0,0.143791,0.003567,0.039752,0.000895,0.337723,0.319805,0.396907,0.292284,0.633745,0.497487,0.194915,0.396907,0.304522
PATH,0.59761,0.635983,0,0,0,0.08061,0.003988,0.406211,0.030288,0.278854,0.252435,0.318115,0.262666,0.590535,0.380653,0.436441,0.318851,0.263847
PATH,0.442231,0.778243,0,0,0,0.165577,0.005225,0.110559,0.002253,0.350891,0.326299,0.412371,0.309431,0.578189,0.512563,0.226695,0.412371,0.296328
PATH,0.541833,0.715481,0,0,0,0.071895,0.006729,0.080745,0.00665,0.243481,0.229708,0.284242,0.213562,0.699588,0.379397,0.326271,0.284242,0.285756
PATH,0.011952,0.794979,0,0,1,0.106754,0.00293,0.11677,0.002254,0.374387,0.344156,0.445508,0.328137,0.526749,0.567839,0.186441,0.445508,0.308859
PATH,0.932271,0.774059,0,0,0,0.065359,0.002327,0.049689,0.000828,0.32946,0.305195,0.388071,0.290725,0.588477,0.492462,0.25,0.388071,0.294238
PATH,0.661355,0.74477,0,0,0,0.148148,0.003905,0.084472,0.001114,0.407178,0.375,0.480118,0.360873,0.5,0.585427,0.184322,0.480118,0.295523
PATH,0.992032,0.690377,0,0,0.5,0.063181,0.001855,0.077019,0.001223,0.374129,0.344156,0.448454,0.32424,0.528807,0.584171,0.15678,0.448454,0.318137
PATH,0.968127,0.76569,0,0,0,0.067538,0.001996,0.050932,0.00147,0.34676,0.324675,0.408689,0.302416,0.598765,0.513819,0.20339,0.408689,0.300853
PATH,0.705179,0.728033,0,0,0,0.102397,0.003152,0.069565,0.001643,0.341854,0.321429,0.402062,0.29774,0.613169,0.503769,0.205508,0.402062,0.300036
PATH,0.908367,0.769874,0,0,0,0.163399,0.003975,0.091925,0.001621,0.332559,0.310065,0.39028,0.293063,0.600823,0.488693,0.243644,0.39028,0.290278
PATH,0.015936,0.832636,0,0,0.5,0.084967,0.002915,0.099379,0.001885,0.357604,0.331981,0.426362,0.309431,0.567901,0.551508,0.17161,0.426362,0.317566
PATH,0.466135,0.707113,0,0,0,0.076253,0.002586,0.069565,0.000785,0.338497,0.32224,0.391016,0.298519,0.646091,0.463568,0.239407,0.391016,0.278822
PATH,0.338645,0.761506,0,0,0,0.12854,0.002883,0.049689,0.001305,0.428092,0.392045,0.507364,0.3788,0.462963,0.623116,0.158898,0.507364,0.299579
GRASS,0.808765,0.606695,0,0,0,0.019608,0.000487,0.04472,0.000402,0.165247,0.126623,0.16863,0.198753,0.539095,0.168342,0.847458,0.187776,0.389034
GRASS,0.278884,0.707113,0,1,0,0.04793,0.000982,0.067081,0.001346,0.155693,0.133929,0.142121,0.190959,0.670782,0.079146,0.862288,0.180412,0.327383
GRASS,0.23506,0.711297,0,1,0,0.065359,0.002094,0.059627,0.001507,0.136845,0.125,0.118557,0.167576,0.753086,0.050251,0.826271,0.158321,0.285691
GRASS,0.406375,0.857741,0,0,0,0.034858,0.001138,0.048447,0.000826,0.101472,0.079545,0.090574,0.134061,0.6893,0.079146,0.84322,0.126657,0.431696
GRASS,0.350598,0.878661,0,0,0,0.054466,0.002592,0.032298,0.001143,0.098115,0.077922,0.082474,0.134061,0.703704,0.05402,0.870763,0.126657,0.446012
GRASS,0.027888,0.786611,0,0,0,0.065359,0.001377,0.031056,0.000514,0.10457,0.097403,0.078056,0.139517,0.800412,0,0.862288,0.131811,0.408885
GRASS,0.792829,1,0,0,0,0.089325,0.00248,0.032298,0.00074,0.064291,0.04789,0.048601,0.096648,0.744856,0.045226,0.84322,0.091311,0.56339
GRASS,0.645418,0.648536,0,0,0,0.069717,0.001913,0.054658,0.000759,0.118255,0.090097,0.108247,0.155885,0.635802,0.08794,0.883475,0.147275,0.446214
GRASS,0.737052,0.677824,0,0,0,0.056645,0.001448,0.047205,0.001432,0.119546,0.099026,0.103093,0.156664,0.693416,0.055276,0.879237,0.148012,0.396433
GRASS,0.003984,0.979079,0,0,0,0.074074,0.003775,0.070807,0.002364,0.044668,0.045455,0.039764,0.049104,0.882716,0.095477,0.616525,0.047865,0.191049
GRASS,0.243028,0.887029,0,0,0,0.098039,0.009986,0.037267,0.001763,0.046476,0.035714,0.030928,0.073266,0.794239,0.041457,0.798729,0.069219,0.59315
GRASS,0.960159,0.719665,0,0,0,0.058824,0.001635,0.048447,0.001297,0.107152,0.092532,0.082474,0.147311,0.742798,0.01005,0.904661,0.139175,0.420244
GRASS,0.792829,0.853556,0,0,0,0.061002,0.001673,0.10559,0.001908,0.160599,0.125,0.149485,0.206547,0.563786,0.092965,0.949152,0.19514,0.420767
GRASS,0.223108,0.694561,0,0,0,0.037037,0.000963,0.032298,0.00124,0.136587,0.11526,0.122239,0.172253,0.68107,0.070352,0.866525,0.162739,0.35899
GRASS,0.247012,0.874477,0,0,0,0.119826,0.026637,0.081988,0.004392,0.057062,0.04789,0.04271,0.08106,0.802469,0.050251,0.775424,0.076583,0.486717
GRASS,0.462151,0.891213,0,0,0,0.119826,0.004467,0.068323,0.00218,0.141234,0.112825,0.11782,0.193297,0.625514,0.025126,1,0.182621,0.441516
GRASS,0.924303,0.83682,0,1,0,0.104575,0.010626,0.037267,0.00125,0.107668,0.090909,0.100884,0.130943,0.726337,0.101759,0.766949,0.123711,0.335421
GRASS,0.920319,0.686192,0,0,0,0.045752,0.001088,0.063354,0.001564,0.107152,0.090909,0.089838,0.141076,0.730453,0.047739,0.853814,0.133284,0.387412
GRASS,0.111554,0.769874,0,0,0,0.017429,0.000705,0.013665,0.000491,0.1118,0.105519,0.088365,0.142634,0.804527,0.017588,0.82839,0.134757,0.342307
GRASS,0.247012,0.794979,0,0,0,0.056645,0.001603,0.021118,0.000398,0.054222,0.045455,0.036819,0.08106,0.806584,0.03392,0.798729,0.076583,0.543201
GRASS,0.366534,0.941423,0,1,0,0.069717,0.004706,0.04472,0.000673,0.087271,0.069805,0.071429,0.120811,0.728395,0.050251,0.851695,0.114138,0.447247
GRASS,0.282869,0.753138,0,1,0,0.050109,0.000886,0.069565,0.003323,0.105861,0.088474,0.098675,0.130164,0.722222,0.099246,0.775424,0.122975,0.35037
GRASS,0.203187,0.665272,0,0,0,0.021786,0.000795,0.021118,0.000281,0.177382,0.146916,0.167894,0.21668,0.596708,0.105528,0.894068,0.204713,0.349112
GRASS,0.924303,0.723849,0,0,0,0.019608,0.000136,0.017391,0.000566,0.082623,0.071429,0.065538,0.111458,0.777778,0.042714,0.813559,0.105302,0.405556
GRASS,0.940239,0.753138,0,0,0,0.039216,0.000543,0.03354,0.000729,0.051123,0.038961,0.036082,0.078722,0.781893,0.045226,0.805085,0.074374,0.53582
GRASS,0.139442,0.970711,0,1,0,0.074074,0.003232,0.04472,0.000513,0.092951,0.07224,0.080265,0.126267,0.701646,0.067839,0.849576,0.119293,0.452229
GRASS,0.737052,0.866109,0,0,0,0.045752,0.001299,0.026087,0.000473,0.095533,0.077922,0.083947,0.124708,0.72428,0.074121,0.815678,0.11782,0.401347
GRASS,0.780876,0.941423,0,0,0,0.095861,0.011919,0.074534,0.005482,0.112058,0.095779,0.110457,0.129384,0.728395,0.129397,0.71822,0.122975,0.292729
GRASS,0.824701,0.958159,0,1,0,0.041394,0.001506,0.054658,0.003612,0.098632,0.079545,0.086156,0.130164,0.711934,0.070352,0.834746,0.122975,0.421621
GRASS,0.884462,0.728033,0,0,0,0.019608,0.00061,0.053416,0.001501,0.090369,0.084416,0.064801,0.123149,0.814815,0.001256,0.845339,0.116348,0.445418
